TransactionID,CustomerID,CreditAgreementID,TransactionDate,TransactionAmount,TransactionTypeID
9828,727,727,2023-12-30,27581,4
9829,727,727,2023-12-30,32597,4
9830,727,727,2023-12-30,33048,3
9831,727,727,2023-12-30,18935,2
9832,727,727,2023-12-30,45648,2
9833,727,727,2023-12-30,14239,3
9834,727,727,2023-12-30,96194,3
9835,727,727,2023-12-30,60763,2
9836,727,727,2023-12-30,96518,3
9837,727,727,2023-12-30,49821,2
9838,727,727,2023-12-30,95095,3
9839,727,727,2023-12-30,82334,3
9840,727,727,2023-12-30,397243,1
9841,727,727,2023-12-30,271094,1
9842,727,727,2023-12-30,97102,2
9843,727,727,2023-12-30,90289,2
9844,727,727,2023-12-30,31633,4
9845,727,727,2023-12-30,43704,3
9846,727,727,2023-12-30,50799,4
9847,727,727,2023-12-30,72558,4
9848,727,727,2023-12-30,85742,2
9849,727,727,2023-12-30,58386,2
9850,727,727,2023-12-30,22442,3
9851,727,727,2023-12-30,90093,2
9852,727,727,2023-12-30,22997,2
9853,727,727,2023-12-30,41508,3
9854,727,727,2023-12-30,10609,3
9855,727,727,2023-12-30,1305,3
9856,728,728,2023-10-27,74811,4
9857,728,728,2023-11-13,75529,3
9858,728,728,2023-12-28,442955,1
9859,728,728,2023-12-28,397146,1
9860,728,728,2023-12-28,477876,1
9861,728,728,2023-12-30,575927,1
9862,728,728,2023-12-30,37413,2
9863,728,728,2023-12-30,43097,3
9864,728,728,2023-12-30,91971,4
9865,728,728,2023-12-30,46525,4
9866,728,728,2023-12-30,280915,1
9867,728,728,2023-12-30,377271,1
9868,728,728,2023-12-30,110598,1
9869,728,728,2023-12-30,86262,2
9870,728,728,2023-12-30,85569,4
9871,728,728,2023-12-30,54191,1
9872,729,729,2023-02-07,35558,3
9873,729,729,2023-12-29,910176,1
9874,729,729,2023-12-29,125933,1
9875,729,729,2023-12-30,34467,4
9876,729,729,2023-12-30,27296,4
9877,729,729,2023-12-30,39907,3
9878,729,729,2023-12-30,26510,2
9879,729,729,2023-12-30,742702,1
9880,729,729,2023-12-30,56532,2
9881,729,729,2023-12-30,359897,1
9882,729,729,2023-12-30,45463,3
9883,729,729,2023-12-30,562265,1
9884,729,729,2023-12-30,52163,2
9885,729,729,2023-12-30,75703,3
9886,729,729,2023-12-30,558978,1
9887,729,729,2023-12-30,93851,4
9888,729,729,2023-12-30,26845,2
9889,729,729,2023-12-30,300242,1
9890,729,729,2023-12-30,69511,3
9891,729,729,2023-12-30,99831,2
9892,729,729,2023-12-30,51504,3
9893,729,729,2023-12-30,373319,1
9894,729,729,2023-12-30,98226,1
9895,729,729,2023-12-30,376218,1
9896,729,729,2023-12-30,35799,3
9897,729,729,2023-12-30,12608,4
9898,729,729,2023-12-30,18023,2
9899,729,729,2023-12-30,71291,4
9900,729,729,2023-12-30,76292,3
9901,729,729,2023-12-30,86525,3
9902,729,729,2023-12-30,42987,3
9903,729,729,2023-12-30,31457,2
9904,729,729,2023-12-30,18964,1
9905,729,729,2023-12-30,12499,4
9906,729,729,2023-12-30,6465,4
9907,730,730,2023-12-25,741224,1
9908,730,730,2023-12-30,41238,4
9909,730,730,2023-12-30,291856,1
9910,730,730,2023-12-30,88597,2
9911,730,730,2023-12-30,455019,1
9912,730,730,2023-12-30,17424,2
9913,730,730,2023-12-30,81518,3
9914,730,730,2023-12-30,51105,3
9915,730,730,2023-12-30,92593,4
9916,730,730,2023-12-30,27657,3
9917,730,730,2023-12-30,54059,3
9918,730,730,2023-12-30,61532,4
9919,730,730,2023-12-30,20714,3
9920,730,730,2023-12-30,27256,4
9921,730,730,2023-12-30,54461,2
9922,731,731,2023-04-27,128675,1
9923,731,731,2023-07-03,69271,2
9924,731,731,2023-12-28,100861,1
9925,731,731,2023-12-28,25955,3
9926,731,731,2023-12-30,66720,1
9927,731,731,2023-12-30,17281,4
9928,731,731,2023-12-30,70145,3
9929,731,731,2023-12-30,3148,4
9930,732,732,2022-08-24,19845,4
9931,732,732,2023-09-06,30491,2
9932,732,732,2023-11-19,21821,2
9933,732,732,2023-12-05,79278,3
9934,732,732,2023-12-06,58928,3
9935,732,732,2023-12-09,75421,2
9936,732,732,2023-12-12,927416,1
9937,732,732,2023-12-19,116284,1
9938,732,732,2023-12-24,72577,4
9939,732,732,2023-12-30,14581,4
9940,732,732,2023-12-30,51710,4
9941,732,732,2023-12-30,69990,4
9942,732,732,2023-12-30,585852,1
9943,732,732,2023-12-30,84443,3
9944,732,732,2023-12-30,489433,1
9945,732,732,2023-12-30,16884,4
9946,732,732,2023-12-30,26345,3
9947,732,732,2023-12-30,37166,3
9948,732,732,2023-12-30,89065,4
9949,733,733,2023-04-29,89259,4
9950,733,733,2023-06-26,89856,1
9951,733,733,2023-08-29,37296,2
9952,733,733,2023-10-29,38055,3
9953,733,733,2023-12-18,50399,2
9954,733,733,2023-12-26,382923,1
9955,734,734,2023-06-19,62333,2
9956,734,734,2023-10-30,85567,3
9957,734,734,2023-11-09,68140,4
9958,734,734,2023-12-15,54904,2
9959,734,734,2023-12-18,65085,1
9960,734,734,2023-12-21,120293,1
9961,734,734,2023-12-23,211381,1
9962,734,734,2023-12-30,78798,3
9963,735,735,2023-08-05,10904,2
9964,735,735,2023-11-14,79551,4
9965,735,735,2023-11-28,304726,1
9966,735,735,2023-12-05,1003717,1
9967,735,735,2023-12-05,274986,1
9968,735,735,2023-12-30,81424,1
9969,735,735,2023-12-30,1029517,1
9970,735,735,2023-12-30,414777,1
9971,735,735,2023-12-30,23074,3
9972,735,735,2023-12-30,75270,4
9973,735,735,2023-12-30,25343,2
9974,735,735,2023-12-30,52888,2
9975,735,735,2023-12-30,32739,3
9976,735,735,2023-12-30,578521,1
9977,735,735,2023-12-30,377689,1
9978,735,735,2023-12-30,12206,4
9979,735,735,2023-12-30,41341,3
9980,735,735,2023-12-30,409340,1
9981,735,735,2023-12-30,71057,2
9982,735,735,2023-12-30,11086,3
9983,736,736,2023-05-04,58849,4
9984,736,736,2023-05-26,69905,4
9985,736,736,2023-07-17,46161,4
9986,736,736,2023-08-04,33789,3
9987,736,736,2023-11-10,26406,2
9988,736,736,2023-12-24,8550,1
9989,736,736,2023-12-26,8550,2
9990,737,737,2023-10-20,86091,2
9991,737,737,2023-12-06,70187,2
9992,737,737,2023-12-08,24109,4
9993,737,737,2023-12-18,83407,3
9994,737,737,2023-12-27,164395,1
9995,737,737,2023-12-28,97070,1
9996,738,738,2023-06-07,69645,4
9997,738,738,2023-11-15,34248,2
9998,738,738,2023-11-17,71083,4
9999,738,738,2023-12-24,51858,2
10000,738,738,2023-12-28,93391,4
10001,738,738,2023-12-29,190342,1
10002,738,738,2023-12-29,301972,1
10003,738,738,2023-12-30,84366,4
10004,738,738,2023-12-30,94063,2
10005,738,738,2023-12-30,33762,2
10006,738,738,2023-12-30,26150,3
10007,739,739,2023-12-09,54013,2
10008,739,739,2023-12-21,33067,2
10009,739,739,2023-12-23,15851,2
10010,739,739,2023-12-30,56426,2
10011,739,739,2023-12-30,43958,2
10012,739,739,2023-12-30,59641,2
10013,739,739,2023-12-30,30295,2
10014,739,739,2023-12-30,955,1
10015,739,739,2023-12-30,955,3
10016,740,740,2023-12-16,16988,3
10017,740,740,2023-12-16,59870,3
10018,740,740,2023-12-24,22025,2
10019,740,740,2023-12-29,31364,2
10020,740,740,2023-12-30,98726,4
10021,740,740,2023-12-30,17446,2
10022,740,740,2023-12-30,92338,3
10023,740,740,2023-12-30,49020,2
10024,740,740,2023-12-30,16186,3
10025,740,740,2023-12-30,33767,3
10026,740,740,2023-12-30,7020,3
10027,741,741,2023-03-08,87452,2
10028,741,741,2023-04-03,466227,1
10029,741,741,2023-11-30,58864,3
10030,741,741,2023-12-29,428228,1
10031,741,741,2023-12-30,51664,2
10032,741,741,2023-12-30,93343,1
10033,741,741,2023-12-30,24267,3
10034,741,741,2023-12-30,39934,2
10035,741,741,2023-12-30,62732,3
10036,741,741,2023-12-30,84617,1
10037,741,741,2023-12-30,98566,2
10038,741,741,2023-12-30,80796,4
10039,741,741,2023-12-30,88462,4
10040,741,741,2023-12-30,31615,3
10041,741,741,2023-12-30,95915,2
10042,741,741,2023-12-30,34972,2
10043,741,741,2023-12-30,231889,1
10044,741,741,2023-12-30,370585,1
10045,741,741,2023-12-30,28461,4
10046,741,741,2023-12-30,61574,4
10047,741,741,2023-12-30,97032,4
10048,741,741,2023-12-30,75579,2
10049,741,741,2023-12-30,46573,2
10050,742,742,2023-11-25,89154,2
10051,742,742,2023-12-06,53032,3
10052,742,742,2023-12-21,2529,4
10053,743,743,2022-08-08,36718,4
10054,743,743,2023-07-20,63966,4
10055,743,743,2023-08-23,987791,1
10056,743,743,2023-10-19,75481,4
10057,743,743,2023-11-28,80099,2
10058,743,743,2023-12-24,827348,1
10059,743,743,2023-12-29,99056,2
10060,744,744,2023-05-22,232189,1
10061,744,744,2023-06-27,464810,1
10062,744,744,2023-11-26,64406,1
10063,744,744,2023-12-29,66579,2
10064,744,744,2023-12-30,86389,3
10065,744,744,2023-12-30,76749,1
10066,744,744,2023-12-30,86692,3
10067,744,744,2023-12-30,55071,2
10068,745,745,2023-09-19,58476,4
10069,745,745,2023-10-04,96995,3
10070,745,745,2023-11-16,63017,3
10071,745,745,2023-12-05,90574,2
10072,745,745,2023-12-07,118821,1
10073,745,745,2023-12-30,598307,1
10074,745,745,2023-12-30,47121,3
10075,745,745,2023-12-30,60288,2
10076,745,745,2023-12-30,37550,2
10077,745,745,2023-12-30,171071,1
10078,745,745,2023-12-30,89224,3
10079,745,745,2023-12-30,16646,4
10080,745,745,2023-12-30,315900,1
10081,745,745,2023-12-30,94591,2
10082,745,745,2023-12-30,10038,2
10083,745,745,2023-12-30,96680,4
10084,745,745,2023-12-30,53431,4
10085,745,745,2023-12-30,40610,4
10086,745,745,2023-12-30,51230,3
10087,745,745,2023-12-30,47160,3
10088,745,745,2023-12-30,82407,3
10089,745,745,2023-12-30,104788,1
10090,745,745,2023-12-30,107223,1
10091,745,745,2023-12-30,103782,1
10092,745,745,2023-12-30,46075,4
10093,745,745,2023-12-30,28971,2
10094,745,745,2023-12-30,90826,3
10095,745,745,2023-12-30,6844,3
10096,746,746,2023-10-05,69090,2
10097,746,746,2023-11-09,62201,3
10098,746,746,2023-12-26,113428,1
10099,746,746,2023-12-29,339151,1
10100,746,746,2023-12-30,40274,2
10101,746,746,2023-12-30,58785,4
10102,746,746,2023-12-30,90387,4
10103,746,746,2023-12-30,37010,2
10104,746,746,2023-12-30,11968,2
10105,746,746,2023-12-30,44927,2
10106,746,746,2023-12-30,93674,4
10107,746,746,2023-12-30,72903,4
10108,746,746,2023-12-30,189966,1
10109,746,746,2023-12-30,67157,2
10110,746,746,2023-12-30,89928,3
10111,746,746,2023-12-30,62241,3
10112,746,746,2023-12-30,54691,2
10113,746,746,2023-12-30,14089,4
10114,746,746,2023-12-30,9994,3
10115,747,747,2023-11-15,70658,4
10116,747,747,2023-11-26,613757,1
10117,747,747,2023-12-27,23319,2
10118,747,747,2023-12-30,1364459,1
10119,747,747,2023-12-30,76131,2
10120,747,747,2023-12-30,836580,1
10121,747,747,2023-12-30,55970,2
10122,747,747,2023-12-30,26062,2
10123,747,747,2023-12-30,19378,4
10124,747,747,2023-12-30,34423,4
10125,747,747,2023-12-30,175686,1
10126,747,747,2023-12-30,43781,3
10127,747,747,2023-12-30,70879,3
10128,747,747,2023-12-30,55814,2
10129,747,747,2023-12-30,22393,3
10130,747,747,2023-12-30,91432,4
10131,748,748,2023-11-01,280478,1
10132,748,748,2023-12-08,47768,3
10133,748,748,2023-12-18,226042,1
10134,748,748,2023-12-29,209259,1
10135,748,748,2023-12-30,62875,4
10136,748,748,2023-12-30,46405,2
10137,748,748,2023-12-30,39775,2
10138,748,748,2023-12-30,71778,1
10139,748,748,2023-12-30,95392,1
10140,748,748,2023-12-30,95744,2
10141,748,748,2023-12-30,11564,4
10142,748,748,2023-12-30,48613,1
10143,748,748,2023-12-30,22642,4
10144,748,748,2023-12-30,12622,3
10145,748,748,2023-12-30,13155,4
10146,748,748,2023-12-30,194,3
10147,749,749,2022-09-28,43327,4
10148,749,749,2023-05-20,96743,4
10149,749,749,2023-08-17,84558,2
10150,749,749,2023-09-16,538344,1
10151,749,749,2023-12-10,54144,4
10152,749,749,2023-12-17,12555,3
10153,749,749,2023-12-18,33311,3
10154,749,749,2023-12-20,298682,1
10155,749,749,2023-12-27,42362,2
10156,749,749,2023-12-27,74361,4
10157,749,749,2023-12-27,49411,4
10158,749,749,2023-12-30,64819,4
10159,749,749,2023-12-30,23394,2
10160,749,749,2023-12-30,237126,1
10161,749,749,2023-12-30,20524,2
10162,750,750,2023-12-28,49219,4
10163,750,750,2023-12-28,577497,1
10164,750,750,2023-12-30,14847,3
10165,750,750,2023-12-30,80031,4
10166,750,750,2023-12-30,73428,2
10167,750,750,2023-12-30,49133,3
10168,750,750,2023-12-30,89832,2
10169,750,750,2023-12-30,65124,2
10170,750,750,2023-12-30,14273,3
10171,750,750,2023-12-30,93309,3
10172,750,750,2023-12-30,237651,1
10173,750,750,2023-12-30,69734,4
10174,750,750,2023-12-30,106515,1
10175,750,750,2023-12-30,58433,2
10176,750,750,2023-12-30,39895,4
10177,750,750,2023-12-30,51111,4
10178,750,750,2023-12-30,83002,1
10179,750,750,2023-12-30,68804,2
10180,750,750,2023-12-30,15953,3
10181,751,751,2023-11-09,92978,4
10182,751,751,2023-11-13,61045,3
10183,751,751,2023-12-19,66419,3
10184,751,751,2023-12-24,57460,2
10185,751,751,2023-12-24,74989,4
10186,751,751,2023-12-24,56035,1
10187,751,751,2023-12-25,56881,3
10188,751,751,2023-12-27,10266,4
10189,751,751,2023-12-29,2373,4
10190,752,752,2023-12-19,54334,4
10191,752,752,2023-12-20,1026689,1
10192,752,752,2023-12-27,1390027,1
10193,752,752,2023-12-27,749853,1
10194,752,752,2023-12-27,57800,2
10195,752,752,2023-12-28,98943,4
10196,753,753,2023-12-25,51122,2
10197,753,753,2023-12-28,457064,1
10198,753,753,2023-12-29,70697,4
10199,753,753,2023-12-29,286943,1
10200,753,753,2023-12-30,371798,1
10201,753,753,2023-12-30,329408,1
10202,753,753,2023-12-30,209592,1
10203,753,753,2023-12-30,51320,3
10204,753,753,2023-12-30,78023,4
10205,753,753,2023-12-30,48248,4
10206,754,754,2023-07-23,14065,2
10207,754,754,2023-10-15,32608,4
10208,754,754,2023-11-15,46818,4
10209,754,754,2023-12-22,86104,3
10210,754,754,2023-12-26,280446,1
10211,754,754,2023-12-29,242127,1
10212,754,754,2023-12-29,86230,3
10213,755,755,2023-03-15,86201,3
10214,755,755,2023-09-22,302223,1
10215,755,755,2023-12-29,82646,2
10216,755,755,2023-12-29,56235,4
10217,755,755,2023-12-30,74687,4
10218,755,755,2023-12-30,65350,2
10219,755,755,2023-12-30,70064,4
10220,755,755,2023-12-30,19605,4
10221,755,755,2023-12-30,9904,2
10222,756,756,2023-07-02,60905,2
10223,756,756,2023-07-07,39233,4
10224,756,756,2023-07-22,33036,4
10225,756,756,2023-10-16,85405,2
10226,756,756,2023-10-31,64878,2
10227,756,756,2023-11-16,360118,1
10228,756,756,2023-12-13,498036,1
10229,756,756,2023-12-25,82017,4
10230,756,756,2023-12-27,564698,1
10231,756,756,2023-12-28,408295,1
10232,757,757,2023-08-28,15230,4
10233,757,757,2023-10-06,79394,3
10234,757,757,2023-11-13,5641,2
10235,758,758,2023-11-25,730311,1
10236,758,758,2023-12-06,51992,1
10237,758,758,2023-12-10,47984,2
10238,758,758,2023-12-15,43794,3
10239,758,758,2023-12-30,10278,4
10240,758,758,2023-12-30,41118,4
10241,758,758,2023-12-30,28829,3
10242,758,758,2023-12-30,522584,1
10243,758,758,2023-12-30,53281,4
10244,758,758,2023-12-30,509407,1
10245,758,758,2023-12-30,77052,3
10246,758,758,2023-12-30,292716,1
10247,758,758,2023-12-30,92981,2
10248,759,759,2023-07-03,337359,1
10249,759,759,2023-09-15,44679,3
10250,759,759,2023-09-20,403727,1
10251,759,759,2023-12-09,249493,1
10252,759,759,2023-12-25,53060,4
10253,759,759,2023-12-25,97750,3
10254,759,759,2023-12-25,96456,2
10255,759,759,2023-12-26,72655,4
10256,759,759,2023-12-30,20421,2
10257,759,759,2023-12-30,69825,1
10258,759,759,2023-12-30,44373,2
10259,759,759,2023-12-30,34970,2
10260,759,759,2023-12-30,7954,2
10261,760,760,2023-06-30,470685,1
10262,760,760,2023-07-29,35824,2
10263,760,760,2023-08-08,85270,3
10264,760,760,2023-11-16,83993,3
10265,760,760,2023-12-17,94276,2
10266,760,760,2023-12-22,535451,1
10267,760,760,2023-12-29,72889,1
10268,760,760,2023-12-29,56088,2
10269,760,760,2023-12-29,69944,4
10270,760,760,2023-12-29,73114,1
10271,760,760,2023-12-30,61177,4
10272,760,760,2023-12-30,92449,2
10273,761,761,2023-06-29,321931,1
10274,761,761,2023-11-04,73621,3
10275,761,761,2023-11-16,445682,1
10276,761,761,2023-11-18,51430,3
10277,761,761,2023-11-28,95384,1
10278,761,761,2023-12-17,11886,2
10279,761,761,2023-12-17,99481,3
10280,762,762,2023-05-04,88174,4
10281,762,762,2023-11-11,52235,3
10282,762,762,2023-12-16,94123,2
10283,762,762,2023-12-17,66294,2
10284,762,762,2023-12-27,79668,2
10285,762,762,2023-12-27,23103,2
10286,762,762,2023-12-29,14900,2
10287,762,762,2023-12-30,99064,3
10288,762,762,2023-12-30,11927,4
10289,762,762,2023-12-30,5673,1
10290,762,762,2023-12-30,5673,4
10291,763,763,2023-06-18,74472,4
10292,763,763,2023-11-15,78085,3
10293,763,763,2023-11-29,31362,2
10294,763,763,2023-12-22,444714,1
10295,763,763,2023-12-24,785974,1
10296,763,763,2023-12-29,47340,4
10297,763,763,2023-12-29,33259,3
10298,763,763,2023-12-29,61449,4
10299,763,763,2023-12-29,96058,1
10300,763,763,2023-12-29,151989,1
10301,763,763,2023-12-29,200773,1
10302,763,763,2023-12-30,81693,3
10303,763,763,2023-12-30,92832,3
10304,763,763,2023-12-30,63295,3
10305,763,763,2023-12-30,64081,4
10306,763,763,2023-12-30,83173,3
10307,763,763,2023-12-30,28151,4
10308,763,763,2023-12-30,231259,1
10309,763,763,2023-12-30,160672,1
10310,763,763,2023-12-30,216683,1
10311,763,763,2023-12-30,49978,3
10312,764,764,2023-07-04,17607,2
10313,764,764,2023-08-18,56240,4
10314,764,764,2023-11-14,67357,3
10315,764,764,2023-11-28,61896,2
10316,764,764,2023-12-23,934681,1
10317,764,764,2023-12-23,23019,2
10318,765,765,2023-06-23,30878,4
10319,765,765,2023-12-19,652461,1
10320,765,765,2023-12-20,92232,2
10321,765,765,2023-12-28,59016,2
10322,765,765,2023-12-28,858041,1
10323,765,765,2023-12-30,18032,2
10324,765,765,2023-12-30,31622,3
10325,765,765,2023-12-30,81844,2
10326,765,765,2023-12-30,739503,1
10327,765,765,2023-12-30,49246,3
10328,765,765,2023-12-30,20335,4
10329,765,765,2023-12-30,17941,4
10330,765,765,2023-12-30,35186,4
10331,765,765,2023-12-30,22697,4
10332,765,765,2023-12-30,81328,3
10333,765,765,2023-12-30,23755,3
10334,765,765,2023-12-30,61811,3
10335,765,765,2023-12-30,36486,4
10336,765,765,2023-12-30,22910,3
10337,765,765,2023-12-30,73370,1
10338,765,765,2023-12-30,75204,4
10339,765,765,2023-12-30,270501,1
10340,765,765,2023-12-30,63962,3
10341,765,765,2023-12-30,17028,2
10342,765,765,2023-12-30,15244,2
10343,765,765,2023-12-30,334754,1
10344,765,765,2023-12-30,92894,4
10345,765,765,2023-12-30,28962,3
10346,765,765,2023-12-30,25703,4
10347,765,765,2023-12-30,61821,4
10348,765,765,2023-12-30,80484,1
10349,765,765,2023-12-30,84547,2
10350,765,765,2023-12-30,37241,3
10351,765,765,2023-12-30,14722,4
10352,765,765,2023-12-30,76,4
10353,766,766,2023-03-14,72982,2
10354,766,766,2023-12-13,91061,4
10355,766,766,2023-12-24,76065,1
10356,766,766,2023-12-24,90672,4
10357,766,766,2023-12-25,68185,3
10358,766,766,2023-12-29,74758,2
10359,766,766,2023-12-30,24781,1
10360,766,766,2023-12-30,19174,4
10361,766,766,2023-12-30,5607,2
10362,767,767,2023-12-04,61185,4
10363,767,767,2023-12-21,91449,3
10364,767,767,2023-12-25,16030,4
10365,767,767,2023-12-26,27174,4
10366,767,767,2023-12-27,95246,3
10367,767,767,2023-12-27,50651,2
10368,767,767,2023-12-29,71118,3
10369,767,767,2023-12-29,53290,1
10370,767,767,2023-12-29,35487,2
10371,767,767,2023-12-30,10271,3
10372,767,767,2023-12-30,9875,4
10373,768,768,2023-07-05,75627,4
10374,768,768,2023-08-04,53029,2
10375,768,768,2023-10-20,32807,3
10376,768,768,2023-11-18,95169,3
10377,768,768,2023-11-26,56605,4
10378,768,768,2023-12-24,19779,4
10379,768,768,2023-12-26,10245,3
10380,768,768,2023-12-27,4179,2
10381,769,769,2022-12-23,97949,1
10382,769,769,2023-01-16,21666,4
10383,769,769,2023-10-16,569915,1
10384,769,769,2023-12-02,81804,2
10385,769,769,2023-12-21,76677,2
10386,769,769,2023-12-23,70968,3
10387,769,769,2023-12-23,996137,1
10388,770,770,2023-11-07,86394,4
10389,770,770,2023-12-04,95178,4
10390,770,770,2023-12-14,7321,2
10391,771,771,2023-07-12,35510,2
10392,771,771,2023-10-21,26620,2
10393,771,771,2023-11-09,305454,1
10394,771,771,2023-12-08,248085,1
10395,771,771,2023-12-23,57341,4
10396,771,771,2023-12-26,31312,3
10397,771,771,2023-12-27,21500,3
10398,771,771,2023-12-30,92664,3
10399,771,771,2023-12-30,30045,2
10400,771,771,2023-12-30,114835,1
10401,771,771,2023-12-30,94072,4
10402,771,771,2023-12-30,20587,2
10403,771,771,2023-12-30,2041,4
10404,772,772,2023-08-08,96305,4
10405,772,772,2023-08-11,64267,2
10406,772,772,2023-08-16,24479,2
10407,772,772,2023-11-23,87528,4
10408,772,772,2023-12-06,40524,2
10409,772,772,2023-12-28,64755,3
10410,772,772,2023-12-30,93379,4
10411,772,772,2023-12-30,249075,1
10412,772,772,2023-12-30,13172,3
10413,772,772,2023-12-30,89775,4
10414,772,772,2023-12-30,44914,4
10415,772,772,2023-12-30,142840,1
10416,772,772,2023-12-30,58390,3
10417,772,772,2023-12-30,15764,2
10418,772,772,2023-12-30,88871,4
10419,772,772,2023-12-30,19284,3
10420,773,773,2023-10-21,47589,2
10421,773,773,2023-11-07,52687,1
10422,773,773,2023-12-10,87771,2
10423,773,773,2023-12-17,1337515,1
10424,773,773,2023-12-26,780104,1
10425,773,773,2023-12-30,45063,4
10426,773,773,2023-12-30,51578,3
10427,773,773,2023-12-30,567849,1
10428,773,773,2023-12-30,977481,1
10429,773,773,2023-12-30,26175,4
10430,773,773,2023-12-30,38798,2
10431,773,773,2023-12-30,53857,2
10432,773,773,2023-12-30,1225332,1
10433,773,773,2023-12-30,66776,4
10434,773,773,2023-12-30,23461,2
10435,773,773,2023-12-30,72463,4
10436,773,773,2023-12-30,334141,1
10437,773,773,2023-12-30,99833,2
10438,773,773,2023-12-30,15426,3
10439,773,773,2023-12-30,66522,4
10440,773,773,2023-12-30,68592,4
10441,773,773,2023-12-30,13565,4
10442,773,773,2023-12-30,667063,1
10443,773,773,2023-12-30,153832,1
10444,773,773,2023-12-30,37810,2
10445,773,773,2023-12-30,18698,4
10446,773,773,2023-12-30,291452,1
10447,773,773,2023-12-30,40020,4
10448,773,773,2023-12-30,20079,3
10449,773,773,2023-12-30,530150,1
10450,773,773,2023-12-30,100938,1
10451,774,774,2023-02-23,14146,4
10452,774,774,2023-04-26,58138,3
10453,774,774,2023-12-13,34794,2
10454,774,774,2023-12-16,2796,4
10455,775,775,2023-12-08,42965,3
10456,775,775,2023-12-09,202658,1
10457,775,775,2023-12-21,29721,3
10458,775,775,2023-12-30,40647,3
10459,775,775,2023-12-30,29644,2
10460,775,775,2023-12-30,91388,2
10461,775,775,2023-12-30,56007,1
10462,775,775,2023-12-30,92051,2
10463,775,775,2023-12-30,89836,2
10464,776,776,2023-04-27,109616,1
10465,776,776,2023-08-30,695227,1
10466,776,776,2023-11-04,30008,4
10467,776,776,2023-11-10,31916,2
10468,776,776,2023-11-28,29672,2
10469,776,776,2023-12-28,876088,1
10470,776,776,2023-12-28,16212,3
10471,776,776,2023-12-28,83835,2
10472,776,776,2023-12-28,79113,2
10473,776,776,2023-12-29,85168,4
10474,776,776,2023-12-30,205081,1
10475,777,777,2023-11-01,61719,3
10476,777,777,2023-11-26,12355,2
10477,777,777,2023-11-29,475984,1
10478,777,777,2023-12-13,66499,3
10479,777,777,2023-12-30,60811,3
10480,777,777,2023-12-30,324093,1
10481,777,777,2023-12-30,31177,3
10482,777,777,2023-12-30,23049,2
10483,777,777,2023-12-30,90817,2
10484,777,777,2023-12-30,46893,4
10485,777,777,2023-12-30,31020,4
10486,777,777,2023-12-30,33373,2
10487,777,777,2023-12-30,35072,3
10488,777,777,2023-12-30,53045,2
10489,777,777,2023-12-30,21740,4
10490,777,777,2023-12-30,15381,2
10491,777,777,2023-12-30,15940,4
10492,777,777,2023-12-30,9759,2
10493,778,778,2023-11-20,58484,4
10494,778,778,2023-12-27,79338,2
10495,778,778,2023-12-28,44984,4
10496,778,778,2023-12-29,54501,1
10497,778,778,2023-12-30,137580,1
10498,778,778,2023-12-30,51741,3
10499,778,778,2023-12-30,33648,4
10500,778,778,2023-12-30,100338,1
10501,778,778,2023-12-30,44539,3
10502,778,778,2023-12-30,29827,4
10503,778,778,2023-12-30,20909,2
10504,778,778,2023-12-30,14140,4
10505,779,779,2023-06-17,53738,4
10506,779,779,2023-08-24,794494,1
10507,779,779,2023-12-08,71404,2
10508,779,779,2023-12-23,482269,1
10509,779,779,2023-12-23,57305,2
10510,779,779,2023-12-26,55582,4
10511,780,780,2023-05-25,49345,2
10512,780,780,2023-09-08,73387,3
10513,780,780,2023-11-18,43350,4
10514,780,780,2023-11-20,77038,4
10515,780,780,2023-11-28,63324,2
10516,780,780,2023-11-28,37139,2
10517,780,780,2023-12-23,74163,3
10518,780,780,2023-12-23,69462,4
10519,780,780,2023-12-25,10465,3
10520,781,781,2023-10-01,91082,3
10521,781,781,2023-12-09,579902,1
10522,781,781,2023-12-28,1276185,1
10523,781,781,2023-12-30,51779,3
10524,781,781,2023-12-30,10191,3
10525,781,781,2023-12-30,1329879,1
10526,781,781,2023-12-30,66658,3
10527,781,781,2023-12-30,94872,1
10528,781,781,2023-12-30,47005,2
10529,781,781,2023-12-30,86441,3
10530,781,781,2023-12-30,97365,4
10531,781,781,2023-12-30,62031,3
10532,781,781,2023-12-30,62722,3
10533,781,781,2023-12-30,87107,3
10534,781,781,2023-12-30,35741,2
10535,781,781,2023-12-30,48960,4
10536,781,781,2023-12-30,78384,4
10537,782,782,2023-10-31,20600,3
10538,782,782,2023-11-15,69217,3
10539,782,782,2023-11-21,163604,1
10540,782,782,2023-11-29,416454,1
10541,782,782,2023-12-07,122727,1
10542,782,782,2023-12-20,72155,4
10543,782,782,2023-12-24,14280,3
10544,782,782,2023-12-29,282543,1
10545,782,782,2023-12-30,54375,4
10546,782,782,2023-12-30,59903,2
10547,782,782,2023-12-30,94422,4
10548,782,782,2023-12-30,172965,1
10549,782,782,2023-12-30,12044,3
10550,782,782,2023-12-30,29226,3
10551,782,782,2023-12-30,51468,1
10552,782,782,2023-12-30,53075,2
10553,782,782,2023-12-30,12434,2
10554,782,782,2023-12-30,12528,3
10555,782,782,2023-12-30,50924,4
10556,783,783,2023-11-08,93118,1
10557,783,783,2023-11-11,26819,3
10558,783,783,2023-12-15,33821,3
10559,783,783,2023-12-29,69636,2
10560,783,783,2023-12-29,85922,2
10561,783,783,2023-12-30,13406,3
