CustomerID,CustomerTypeID,Name,DateOfBirth,RegistrationDate,TIN,ContactInfo
644,1,ОАО «Горбунова-Субботин»,,,253744616726,8 (462) 198-98-55
645,1,ООО «Корнилов-Гущина»,,,588683854269,86038982145
646,1,СОГАЗ,,,062879412300,8 (710) 406-66-93
647,1,"ОАО «Харитонов, Алексеев и Русаков»",,,181530968226,+71495690253
648,1,Яковлев и партнеры,,,640888181560,+7 443 936 08 58
649,1,Группа ЭПМ,,,215015269774,+71501464329
650,1,"РАО «Рожков, Ермакова и Кулаков»",,,728615336386,8 (611) 120-96-54
651,1,ОАО «Королева-Романов»,,,645662526830,+7 553 683 04 51
652,1,АО «Тарасов-Романова»,,,892457745132,+7 (441) 214-7264
653,1,ИП «Шестакова-Васильева»,,,621884713527,8 (900) 105-05-11
654,1,Кузбасская топливная компания,,,296221721491,+7 (558) 830-8857
655,1,АО «Анисимова-Маркова»,,,784865925434,+7 836 699 10 17
656,1,ООО «Маслов-Кабанов»,,,757735691654,85936355063
657,1,ИП «Голубев-Горбунов»,,,521072830908,8 (842) 325-0333
658,1,Продо,,,162206171318,8 972 746 8641
659,1,ЗАО «Моисеева-Лаврентьев»,,,061318665173,+7 (178) 495-51-90
660,1,НПО «Казакова Селезнев»,,,677503905391,+7 (578) 321-8878
661,1,Уваров Лимитед,,,552168267853,8 (244) 082-4632
662,1,СК Согласие,,,749074461984,8 (278) 423-4924
663,1,Московский метрополитен,,,094112042155,+7 897 335 03 14
664,1,ЗАО «Медведева»,,,118266965106,8 768 410 29 37
665,1,ООО «Никонов-Герасимова»,,,828148195706,8 705 624 4126
666,1,"ООО «Игнатов, Герасимова и Евдокимов»",,,261802246678,+7 (206) 926-11-35
667,1,ГК ТНС энерго,,,583255901724,+7 (732) 629-9114
668,1,ИП «Большакова Фомин»,,,443705500011,8 085 810 6011
669,1,НПО «Емельянов-Некрасова»,,,163762660707,8 902 065 91 51
670,1,НПО «Трофимов-Одинцова»,,,596175035493,+7 969 556 34 23
671,1,Беляков Инк,,,837209086998,8 (368) 879-85-84
672,1,"НПО «Жукова, Никонова и Князев»",,,149800141083,+7 (628) 051-9209
673,1,ООО «Петухов Кудрявцев»,,,494934658847,+7 184 103 91 99
674,1,ООО «Кононова»,,,155516566442,+7 (293) 540-12-79
675,1,ИП «Михеева»,,,811152521103,+7 035 616 7976
676,1,РАО «Иванов»,,,591379337990,8 254 841 3616
677,1,АО «Лихачева-Носков»,,,168781160530,8 512 474 5538
678,1,"ООО «Захарова, Трофимова и Богданова»",,,674295852849,8 (660) 017-10-81
679,1,Технологии машиностроения (Техмаш),,,537248155340,+7 (884) 925-09-98
680,1,ЗАО «Ефремов-Колобова»,,,035117822018,+73282715121
681,1,Кириллова Инк,,,341468983879,8 (069) 962-1614
682,1,Беляева Групп,,,188283295400,+7 (556) 150-30-22
683,1,ЗАО «Ильин»,,,334214711510,8 636 383 2496
684,1,"ОАО «Казакова, Зуев и Пономарев»",,,926460351503,8 (265) 429-89-26
685,1,Максимова Лтд,,,506508391704,8 726 684 66 18
686,1,ООО «Логинова Суханова»,,,514090553237,+71286291625
687,1,НПО «Пахомова»,,,518361197254,+79090171340
688,1,ЗАО «Наумова»,,,160247231019,8 (848) 864-47-40
689,1,ИП «Третьяков»,,,647210739709,+72055735371
690,1,КДВ Групп,,,919040565501,8 714 233 7143
691,1,РАО «Кузнецова-Никонов»,,,345228803784,8 160 768 2039
692,1,Магнолия,,,682922853782,+7 230 571 5576
693,1,РАО «Исаев Анисимов»,,,673923469609,+75471994270
694,1,ООО «Носкова-Маслов»,,,208951885114,8 401 704 44 76
695,1,Крылов и партнеры,,,651780115458,8 (878) 048-51-77
696,1,Кошелев и партнеры,,,449599083413,+7 (611) 509-5332
697,1,Беляков и партнеры,,,464359877663,8 (893) 802-79-99
698,1,РАО «Чернов»,,,620464535277,+7 (732) 939-9898
699,1,Северный ветер,,,791081354846,+7 309 026 0055
700,1,Зуев Инкорпорэйтед,,,228811820303,8 335 014 61 33
701,1,Элко Рус (Elko),,,777949485450,81688222329
702,1,Углетранс,,,612859237326,+7 880 583 73 07
703,1,"ОАО «Третьяков, Титова и Лазарева»",,,218814102463,+7 223 863 44 83
704,1,ОАО «Борисов-Герасимов»,,,863188783281,+7 (356) 203-74-51
705,1,"ОАО «Никитина, Щукин и Васильев»",,,263133628770,+7 979 050 03 20
706,1,Великолукский мясокомбинат,,,134155408627,8 056 553 6233
707,1,"НПО «Данилов, Крюкова и Борисова»",,,711872581858,+7 928 979 5249
708,1,НПО «Михеев»,,,760273362430,8 (930) 325-67-00
709,1,ЗАО «Крылов-Сазонов»,,,565642212539,+75443052654
710,1,"ИП «Федосеева, Носков и Третьяков»",,,079941201052,8 (785) 836-51-52
711,1,РАО «Зимин Комарова»,,,567211589742,8 135 701 2435
712,1,"ЗАО «Пономарева, Захарова и Афанасьев»",,,244425669702,+7 665 687 6523
713,1,ЗАО «Голубева Веселова»,,,388989003044,+77022146025
714,1,Юдина Групп,,,609531096769,8 629 874 6170
715,1,Игнатова Инкорпорэйтед,,,037919808910,+7 507 787 3283
716,1,Энел Россия,,,612370299342,+7 012 169 4528
717,1,Сергеева Лтд,,,752388482957,8 023 893 9753
718,1,Чернов и партнеры,,,849218848272,8 469 783 77 05
719,1,ООО «Евсеев Кузнецов»,,,645855467450,+7 943 135 3581
720,1,Автозаправочные комплексы Atan,,,287260170652,+79714650663
721,1,НПО «Русаков Мельникова»,,,340918295048,+7 638 710 4555
722,1,"ЗАО «Егоров, Щербакова и Романов»",,,405265183769,8 (351) 440-32-26
723,1,ИП «Мартынов-Семенов»,,,632942683470,8 (448) 311-4660
724,1,Инвестнефтетрейд,,,208937951407,8 (764) 658-6549
725,1,ООО «Никифоров Герасимов»,,,157755236657,+7 343 407 8237
726,1,Воронов Лимитед,,,629614123730,8 340 476 6533
727,1,ОАО «Шарова Михеев»,,,029816048937,+74366113939
728,1,Ефремова Групп,,,704100984812,+74368504048
729,1,ООО «Гордеева Пестов»,,,569011664770,8 416 643 86 96
730,1,Логинов Инк,,,517636473044,+76135129681
731,1,ПТК Уголь,,,438210990084,86357121140
732,1,Хенкель Рус (Henkel),,,423649767827,8 (900) 216-61-52
733,1,Суворова Инкорпорэйтед,,,322179185044,8 692 756 6874
734,1,Дочки-Сыночки,,,466515014371,8 (135) 391-18-62
735,1,Пахомова Лимитед,,,791858578861,85474609920
736,1,Филатова Лимитед,,,240210888312,8 (148) 650-0058
737,1,"АО «Суворов, Белоусов и Суворов»",,,365871129566,8 (068) 872-1280
738,1,"РАО «Русаков, Захаров и Емельянова»",,,194276635005,8 (714) 752-2988
739,1,"ИП «Филиппова, Степанова и Игнатов»",,,762483367887,8 (488) 115-18-33
740,1,АО «Пахомов-Петухов»,,,727500500180,+7 (581) 711-51-03
741,1,АО «Ильин Меркушев»,,,235043603141,+7 172 632 84 76
742,1,ИП «Мамонтов-Щукина»,,,435516402094,+7 (362) 326-9943
743,1,ИП «Цветкова»,,,143431213649,+7 634 059 97 67
744,1,ОАО «Зуев-Лукин»,,,470271259299,8 (433) 715-97-86
745,1,"НПО «Борисов, Хохлова и Орлов»",,,327688858871,81426859795
746,1,ООО «Моисеев Коновалов»,,,699407987609,8 809 755 56 25
747,1,ЗАО «Фролова»,,,049086717705,8 (820) 693-0925
748,1,ОАО «Ширяев-Устинов»,,,142678256940,8 (700) 603-40-62
749,1,"ИП «Тихонов, Рогова и Баранова»",,,525014003720,8 548 386 44 51
750,1,"НПО «Тарасова, Мухин и Соколова»",,,225570265510,+7 602 209 55 46
751,1,"ООО «Зуева, Рябова и Кузнецова»",,,796383923287,8 358 441 22 38
752,1,Группа компаний Пионер,,,555238733464,+7 (740) 073-8662
753,1,ИП «Некрасов Кононова»,,,168712705535,+7 (916) 547-00-86
754,1,"ОАО «Рожкова, Гришин и Калашников»",,,235024275953,8 435 395 09 94
755,1,ЗАО «Артемьева Петрова»,,,225984225086,+7 (636) 956-63-47
756,1,Мосинжпроект,,,455177947706,+7 386 566 45 13
757,1,ИП «Горшкова-Сергеев»,,,506731850505,+7 (632) 841-87-75
758,1,ТД Интерторг,,,406508958765,8 (898) 213-14-69
759,1,Одинцов Инк,,,677476043570,+7 (594) 454-05-01
760,1,ЗАО «Комиссарова-Фомичева»,,,832251091872,+7 (319) 031-62-12
761,1,Афанасьева Инк,,,216863315446,+7 925 999 06 36
762,1,ЗАО «Шашкова-Петухов»,,,647921129933,+76976993774
763,1,ОАО «Прохоров»,,,301196307925,8 800 957 5438
764,1,ООО «Кузьмина Некрасова»,,,274116647651,8 317 340 77 98
765,1,Денцу Эйджис Си Эс (Dentsu),,,394581906948,82964861901
766,1,Госкорпорация по ОрВД,,,182853350196,+75574862045
767,1,АО «Шестаков Капустина»,,,329802445989,8 (439) 873-78-12
768,1,"ИП «Медведев, Степанов и Горшкова»",,,121848417487,8 (248) 022-92-54
769,1,ЗАО «Герасимов Сорокина»,,,372530137575,8 962 100 19 59
770,1,ОАО «Андреев-Мухин»,,,342830141358,8 (500) 875-18-89
771,1,ЗАО «Орлов-Ермаков»,,,845652074019,8 324 937 4365
772,1,Иванова и партнеры,,,463451727763,8 996 997 28 11
773,1,Моисеева и партнеры,,,227504759408,8 399 334 5142
774,1,ИП «Маркова-Голубев»,,,286749869010,8 (398) 733-21-70
775,1,ПТК,,,205728166630,+7 (003) 041-97-90
776,1,АО «Матвеев»,,,184485469002,8 627 855 3172
777,1,"ООО «Корнилова, Шарапова и Белоусова»",,,329576903618,8 (014) 852-4950
778,1,"НПО «Логинов, Яковлев и Шашков»",,,351649447040,8 084 016 67 02
779,1,РАО «Елисеева»,,,262423367720,8 104 785 6013
780,1,"ООО «Некрасова, Молчанов и Беляева»",,,207407002151,+7 357 306 6505
781,1,Иванова Лимитед,,,255506730978,+7 (127) 338-57-57
782,1,"РАО «Шилова, Афанасьева и Гуляев»",,,523573163261,+7 (078) 139-3354
783,1,ОАО «Селиверстова»,,,155920099996,8 (079) 540-38-69
784,1,ФортеИнвест,,,886286132127,+7 710 506 28 71
785,1,"ЗАО «Лапин, Коновалова и Якушев»",,,051748118560,85508037407
786,1,ЛГ Электроникс Рус (LG),,,521138422290,8 209 129 0149
787,1,РАО «Белозеров-Беспалов»,,,902083947538,+77706629490
788,1,АО «Горбунов»,,,690639757983,+7 717 802 1863
789,1,ИП «Ершов-Лобанов»,,,276313242288,80736557648
790,1,ИП «Гордеева Корнилова»,,,724233093416,+73973182036
791,1,Громова Групп,,,375206009908,+7 (797) 518-2314
792,1,ИП «Потапова Калинина»,,,887920894629,8 398 660 58 79
793,1,МегаФон,,,250688662216,8 186 040 47 00
794,1,"ООО «Лаврентьев, Рыбаков и Осипова»",,,246599344752,8 887 195 2123
795,1,Савельева Лтд,,,786618826577,+7 867 347 98 51
796,1,ОАО «Кириллов»,,,550636557480,88851672387
797,1,Красцветмет,,,031199354709,+7 (235) 683-4966
798,1,Исаков Инкорпорэйтед,,,797899518284,+7 (094) 793-35-85
799,1,Центр финансовых технологий,,,756117060268,+7 (393) 377-8557
800,1,Белозеров Групп,,,929279461025,8 (959) 288-50-16
801,1,РАО «Горбачева Буров»,,,184873412486,+74881049813
802,1,Афанасьев Лимитед,,,825537065542,+7 655 465 54 15
803,1,ИП «Куликова»,,,595024114367,8 (049) 383-1914
804,1,АО «Носков»,,,152211770977,+79612280701
805,1,ЗАО «Денисова»,,,098402902843,81574336279
806,1,КМР и СНГ (KIA),,,441466044996,8 (120) 493-83-59
807,1,АО «Наумова-Капустина»,,,785693202223,+7 721 752 4814
808,1,РАО «Кошелев»,,,535468236513,8 243 561 88 85
809,1,Ларионов Лимитед,,,274644761700,+7 355 441 51 37
810,1,ЗАО «Яковлева-Федосеева»,,,532776597212,8 297 737 37 41
811,1,ИП «Молчанова»,,,106453032043,89946545826
812,1,АО «Селиверстов»,,,898893007457,+70600226334
813,1,"АО «Селезнев, Турова и Федосеева»",,,013344207118,+7 616 038 64 85
814,1,ЗАО «Колобова»,,,271312474304,+7 387 046 9250
815,1,Каменск-Уральский металлургический завод,,,616511475960,+7 154 488 4114
816,1,"ОАО «Дементьев, Александрова и Мясников»",,,438777555975,85190754722
817,1,Веселов Лтд,,,885109583899,8 (643) 598-1630
818,1,НПО «Самсонов Калашникова»,,,087727182004,+71929387343
819,1,ОАО «Ермаков-Белов»,,,597787428446,88688817380
820,1,ОАО «Богданова-Миронова»,,,803568988079,+7 (822) 235-3810
821,1,ЗАО «Потапова Бобров»,,,428973147905,+7 270 063 39 02
822,1,РАО «Соболева Дорофеев»,,,042512641334,8 (239) 976-78-21
823,1,ИП «Муравьев-Исаков»,,,209922540300,+7 (962) 802-5632
824,1,"РАО «Кузнецов, Кабанов и Колесникова»",,,048836957057,8 (670) 350-0036
825,1,ЗАО «Терентьев Николаев»,,,288848531360,8 (993) 758-51-92
826,1,Федосеев Лтд,,,901637435398,+78470898894
827,1,Муравьев Инк,,,891135057309,+7 (643) 838-3142
828,1,ЗАО «Устинова Молчанов»,,,621124541170,+7 247 748 70 51
829,1,ОАО «Буров Михайлова»,,,194139025713,+7 643 341 30 51
830,1,ТАИФ-НК,,,665470051920,8 520 881 9723
831,1,ЗАО «Фокин-Кириллова»,,,837386548471,8 (798) 405-64-12
832,1,ГК Автодилерство,,,228333831928,+7 079 514 55 66
833,1,РАО «Попов-Зыкова»,,,506191534608,8 (992) 501-52-70
834,1,Углетранс,,,153373651630,8 037 167 04 00
835,1,Орехов и партнеры,,,549673121710,+71503943358
836,1,АО «Петров Баранов»,,,374850553708,+75132841119
837,1,ИП «Носков Михеева»,,,282893203553,+7 (550) 728-04-86
838,1,АО «Макарова»,,,671977650906,+7 369 944 8310
839,1,Зара СНГ (Zara),,,902894281584,8 914 176 85 16
840,1,ООО «Селиверстов»,,,164129820181,8 735 940 06 79
841,1,Анисимов Инкорпорэйтед,,,777047988985,8 829 018 98 37
842,1,РАО «Терентьев Абрамов»,,,317289704390,+7 (472) 901-6851
843,1,Киселева и партнеры,,,708633964863,8 (452) 280-0255
844,1,"ЗАО «Андреева, Быков и Тихонов»",,,767348235322,+7 (372) 659-8062
845,1,ЗАО «Русакова-Калинина»,,,433013742407,8 096 636 1360
846,1,Mail.Ru Group,,,069978319946,+7 (140) 141-5323
847,1,РАО «Бирюкова Герасимова»,,,695228601308,85699493117
848,1,АО «Савельева Дмитриева»,,,475033139394,85684802391
849,1,ОАО «Иванов»,,,727062544140,+70356069192
850,1,ООО «Калашникова»,,,036165560090,82009363666
851,1,ОАО «Филиппова»,,,692137321629,8 525 268 5503
852,1,АО «Богданов-Гаврилов»,,,533153773119,+7 (805) 059-5535
853,1,ЗАО «Корнилов-Назаров»,,,790361485550,+7 (899) 936-9214
854,1,"РАО «Евдокимова, Корнилов и Власова»",,,875184221965,+7 (227) 657-34-60
855,1,ОАО «Князев Смирнов»,,,407091007702,+7 (469) 752-19-25
856,1,АО «Селиверстов-Лыткин»,,,419139879870,8 666 894 15 19
857,1,РАО «Сазонов»,,,366696257589,8 191 166 8158
858,1,ОАО «Воронова»,,,481780876819,8 (845) 432-9900
859,1,АО «Галкин-Ершова»,,,656646046633,8 (649) 898-8974
860,1,РАО «Коновалова-Гусев»,,,666999939807,+7 (468) 259-4201
861,1,АО «Воронцов Шубин»,,,217155279536,+74359100792
862,1,"АО «Харитонов, Лихачев и Морозов»",,,847333990562,8 (272) 806-12-69
863,1,НПО «Родионова Коновалова»,,,725509962957,+7 667 561 39 90
864,1,"ОАО «Субботина, Кондратьева и Лыткин»",,,610543539581,8 (332) 630-8412
865,1,Трест КХМ,,,871887143287,+7 089 646 16 48
866,1,Кабанова Инк,,,016505925407,8 567 224 6169
867,1,"ИП «Воронцова, Наумов и Артемьева»",,,265742749463,8 408 204 5869
868,1,ЗАО «Ильин»,,,787855228729,+7 535 360 2743
869,1,РАО «Исаева»,,,239007677917,+7 (856) 347-56-36
870,1,ООО «Петров-Сергеев»,,,363171194076,8 (875) 653-9298
871,1,"НПО «Веселова, Терентьева и Орехова»",,,383093653607,+7 453 563 20 41
872,1,Нефтетранссервис,,,800404742708,+7 355 264 0738
873,1,НПО «Молчанов Гордеева»,,,030556660990,+7 056 662 1332
874,1,ОАО «Мельников-Зыкова»,,,576579612841,+7 (441) 734-3487
875,1,Кондратьев и партнеры,,,754232181531,+75097948267
876,1,ООО «Зыкова»,,,084464109616,+70779397411
877,1,Вирлпул Рус (Whirlpool),,,067490368088,8 (606) 923-1052
878,1,ОАО «Медведев-Комарова»,,,399986651278,+7 275 380 6159
879,1,ООО «Никифорова»,,,290112348039,+7 (748) 781-1144
880,1,РАО «Самсонов-Белов»,,,151350768814,87724350173
881,1,ИП «Котов-Кудрявцев»,,,408458145010,+78385710910
882,1,Волкова Групп,,,131797611296,8 745 680 3266
883,1,Зыков и партнеры,,,545932884280,88533295176
884,1,"ИП «Дроздов, Зайцева и Молчанов»",,,230285938701,+7 182 288 5039
885,1,ИП «Полякова Рогов»,,,366975170634,+7 949 364 5117
886,1,АО «Орехов Суханова»,,,327921257035,+7 (248) 226-67-20
887,1,Жукова Групп,,,321067332267,8 509 634 28 99
888,1,РАО «Маркова Никонова»,,,755212985416,+7 (408) 652-95-45
889,1,РАО «Медведева»,,,501618797793,+7 (973) 707-93-42
890,1,НПО «Тихонова-Дорофеев»,,,802291845742,+7 078 177 82 17
891,1,НПО «Соколов Селезнева»,,,130414328905,+73195244291
892,1,Воробьева и партнеры,,,804102629703,8 248 917 8822
893,1,ООО «Колесников»,,,917095756967,+7 (098) 577-3372
894,1,ИП «Назарова Маркова»,,,855078585728,+7 283 445 1094
895,1,Горбачева Лтд,,,917441286050,87918841077
896,1,НПО «Максимов-Авдеева»,,,783880080437,+7 (277) 774-6617
897,1,НПО «Морозова»,,,895995142700,8 (279) 112-09-36
898,1,ЗАО «Евдокимова-Куликова»,,,839464879188,8 589 225 0327
899,1,Компания Трасса,,,654002399548,+7 273 636 2226
900,1,Автодом,,,630764505400,83769886195
901,1,ИП «Кулакова Соколов»,,,019981361760,+7 644 051 44 59
902,1,"ОАО «Корнилов, Корнилов и Волков»",,,174967981594,+7 170 983 94 94
903,1,Мамонтова Лтд,,,707537510713,82946374560
904,1,РАО «Овчинникова Белякова»,,,540940336256,8 (511) 511-6040
905,1,ЗАО «Харитонов-Лукин»,,,833227305050,8 871 486 26 51
906,1,ОАО «Беляев»,,,439349783455,+7 (820) 448-8461
907,1,НПО «Шестаков Дьячкова»,,,375612542428,84531384132
908,1,"АО «Калашникова, Ларионов и Белова»",,,547729738782,+7 804 583 73 26
909,1,Андреев Инкорпорэйтед,,,518894910133,+7 927 720 33 85
910,1,РАО «Тарасов-Лазарев»,,,294376165370,8 (830) 056-12-81
911,1,"НПО «Юдина, Макарова и Авдеева»",,,158318758003,8 483 605 4180
912,1,Мартынов и партнеры,,,210211812250,+7 (619) 051-8105
913,1,НПО «Цветкова-Воронцова»,,,123206507130,8 (144) 080-51-65
914,1,ИП «Громов-Рожкова»,,,308744860555,8 238 297 16 27
915,1,"НПО «Киселева, Авдеев и Хохлова»",,,487024368310,+7 183 141 80 78
916,1,ОАО «Маслов»,,,046473554636,85301723115
917,1,ООО «Марков-Никонов»,,,171491200760,+71757336694
918,1,ЗАО «Зуев»,,,090605601090,+7 (963) 933-5813
919,1,"ИП «Беляева, Николаева и Боброва»",,,824530568249,8 321 201 06 35
920,1,"ЗАО «Копылова, Орлов и Игнатов»",,,570294730365,8 (650) 576-37-20
921,1,ООО «Гусев-Лукина»,,,122812223105,81540393121
922,1,РАО «Емельянова-Миронова»,,,677784561552,88624138565
923,1,ОАО «Анисимов»,,,218008657919,+70816104038
924,1,АО «Федоров-Елисеев»,,,720683326039,83227529938
925,1,Новартис Фарма (Novartis),,,129745509645,8 (388) 551-35-37
926,1,"ЗАО «Суворова, Игнатова и Волкова»",,,507809624312,8 072 300 66 28
927,1,НПО «Гордеева»,,,121905054306,8 258 676 4050
928,1,Концерн Автоматика,,,609942296059,+77146121068
929,1,Суворов Лтд,,,515732729859,+7 (536) 593-9108
930,1,ОАО «Блохин Корнилова»,,,439758630474,+7 370 287 8052
931,1,НПО «Быков-Шилова»,,,198509332765,82323411692
932,1,Гознак,,,472419010567,+75288763207
933,1,"ОАО «Панова, Владимиров и Сорокин»",,,704333297770,8 (539) 784-1291
934,1,ООО «Русаков Беспалова»,,,489993038157,+7 921 715 20 41
935,1,"ОАО «Кабанова, Зыкова и Ершова»",,,779972162652,+7 (505) 155-44-60
936,1,Никифоров Лимитед,,,069609160887,8 204 493 47 92
937,1,ИП «Красильникова»,,,114732596324,8 527 127 0236
938,1,ИП «Кулаков»,,,461204979762,8 988 071 9886
939,1,"ЗАО «Власова, Агафонова и Бобылев»",,,129316799631,+7 731 000 82 25
940,1,ОАО «Кириллова»,,,499748544288,8 (480) 569-8180
941,1,ЗАО «Мясников»,,,037867320502,+7 (763) 512-04-94
942,1,ИП «Гришин Орлова»,,,883707043286,+7 (476) 360-09-50
943,1,РАО «Трофимов»,,,417516659904,8 (387) 315-28-82
944,1,НПО «Зимина Дементьева»,,,454043814124,+7 (464) 229-27-97
945,1,АО «Кулаков-Блинов»,,,863103193350,8 444 972 83 58
946,1,Кириллова Лимитед,,,899297041762,+7 026 683 7424
947,1,ИКЕА Дом (INGKA),,,443057044205,+7 680 924 02 31
948,1,ООО «Якушева Журавлева»,,,809264914069,8 952 332 08 74
949,1,РАО «Денисова-Трофимова»,,,792517885409,+78597404418
950,1,АО «Борисов-Гордеев»,,,315885677176,+7 (257) 257-0686
951,1,ОАО «Кулаков Щукина»,,,352925618980,+7 (631) 730-9753
952,1,РАО «Фомичева-Дорофеева»,,,120577602925,+7 625 800 5486
953,1,"АО «Орехов, Елисеева и Самойлов»",,,841367122115,8 418 282 15 01
954,1,РАО «Лебедева Волков»,,,039509838513,+7 401 887 78 97
955,1,Группа ГАЗ,,,905331297420,+7 (402) 848-64-35
956,1,НПО «Козлов»,,,369983640430,8 (895) 498-1406
957,1,НПО «Бобылева»,,,699444770139,+79904437386
958,1,ИП «Дмитриева Сафонова»,,,888635649109,+7 (304) 799-9801
959,1,ООО «Зимина»,,,411392000801,+76222567412
960,1,РАО «Королева»,,,794355188324,8 161 906 98 80
961,1,ИП «Баранова Титова»,,,051563427140,+7 892 213 24 70
962,1,НПО «Абрамов Прохорова»,,,078953566539,+7 (991) 930-2532
963,1,НПО «Пономарев Суворова»,,,713223515780,+7 (699) 296-0698
964,1,"ОАО «Зимин, Елисеева и Герасимова»",,,540384427692,8 (399) 569-1774
965,1,"ООО «Матвеева, Григорьева и Рожков»",,,519359700063,+7 (695) 974-1574
966,1,НПО «Суворова»,,,346649335477,8 (227) 810-7112
967,1,ЗАО «Доронин Смирнов»,,,694588282567,8 865 890 64 42
968,1,Киселева Инк,,,292925672980,+7 373 232 80 85
969,1,ЗАО «Гусева»,,,696747752704,+78635349553
970,1,171 Меридиан,,,685366060689,82705357619
971,1,Новосталь,,,231372364389,+7 862 460 72 01
972,1,Зыкова Инк,,,646055187248,+71896768425
973,1,Лихачева Групп,,,173177725983,+7 (017) 585-75-65
974,1,НПО «Суворов»,,,314072249366,+7 910 008 09 14
975,1,РАО «Смирнов»,,,343225531190,+70088550868
976,1,"РАО «Назарова, Макарова и Уварова»",,,492006554303,85559231664
977,1,ООО «Богданова Костин»,,,893020677211,+7 (506) 922-6584
978,1,Автозаправочные комплексы Atan,,,614537554726,8 (107) 444-4774
979,1,ИП «Жданова»,,,633274412543,+7 424 516 3556
980,1,НПО «Панфилова Архипова»,,,739143913324,+76952712805
981,1,ИП «Ершова Силина»,,,604306924405,8 216 599 66 40
982,1,РАО «Савельев»,,,463842401488,81402591990
983,1,ООО «Егорова Никитин»,,,152738108670,8 (235) 850-5991
984,1,Кулаков Инк,,,402585704800,8 794 098 9355
985,1,ИП «Исаева Соболев»,,,532239396277,+7 (310) 430-6006
986,1,Голубев Лимитед,,,596239688564,8 287 723 3996
987,1,Глория Джинс,,,428066820203,8 175 640 23 84
988,1,АО «Михайлова»,,,335232020772,8 015 117 92 34
989,1,Силин Инк,,,558485098540,87999784917
990,1,"АО «Ширяева, Калашников и Лукин»",,,097774877105,+7 515 873 9691
991,1,Владимиров Инк,,,859078327097,+7 (565) 690-80-96
992,1,АО «Дорофеев Титов»,,,467103289636,+7 (581) 485-70-93
993,1,ИП «Морозов»,,,141904307405,+7 (220) 299-16-75
994,1,ООО «Ермаков»,,,471543004365,+73618055264
995,1,Русал,,,781003509856,+79052137602
996,1,"ОАО «Комарова, Беспалова и Савин»",,,106684176170,8 (513) 232-98-33
997,1,ООО «Меркушев»,,,921258366591,8 695 289 90 40
998,1,АО «Владимирова»,,,435329072632,+7 884 157 26 52
999,1,Детский мир,,,581404619392,8 958 224 8570
1000,1,РАО «Максимова»,,,397699800853,+7 (925) 399-8624
1001,1,ОАО «Зайцев-Брагина»,,,453373690228,8 305 181 8933
1002,1,Архипов Инк,,,213364650517,+7 254 759 47 35
1003,1,Уральские авиалинии,,,069768199329,8 (911) 248-16-56
1004,1,ЗАО «Костина»,,,198557451956,81270137236
1005,1,ООО «Крюков Трофимов»,,,144146580138,+7 383 064 13 72
1006,1,ГК 1520,,,565524514149,8 (913) 595-7967
1007,1,АО «Дьячков»,,,044243388349,+75928659271
1008,1,РАО «Макаров»,,,865643165390,8 (660) 085-4718
1009,1,ОАО «Колобов Титова»,,,850454289034,+7 (613) 837-96-13
1010,1,Устинова и партнеры,,,887251643080,85773687653
1011,1,Металлоинвест,,,235475950463,8 (381) 696-92-00
1012,1,РАО «Орехова-Тихонов»,,,807412537511,+7 445 568 9099
1013,1,ОАО «Соболев»,,,339998959407,8 632 767 87 52
1014,1,НПО «Сысоева Егоров»,,,864626936650,+7 (020) 962-34-76
1015,1,Дорофеева Инк,,,365448285516,+71525628374
1016,1,Центр финансовых технологий,,,534719133909,84059098352
1017,1,"ООО «Кудряшов, Молчанов и Мясников»",,,251091545470,8 (875) 539-47-25
1018,1,Александрова Инк,,,745846458452,+7 586 829 5690
1019,1,А Групп,,,243757392555,8 (806) 240-4309
1020,1,РАО «Матвеева Осипова»,,,820988066701,+7 (663) 509-0683
1021,1,ООО «Доронина-Жданов»,,,788821312251,8 581 718 13 93
1022,1,ИП «Матвеев»,,,243103894684,8 070 005 6298
1023,1,Пепсико холдингс,,,309506741343,+7 156 231 16 35
1024,1,"НПО «Архипова, Васильева и Никонова»",,,232767004490,+7 (211) 051-6051
1025,1,"ЗАО «Ильина, Лыткина и Родионов»",,,765208702460,+7 (486) 751-28-40
1026,1,ЗАО «Крылова-Журавлева»,,,633527119309,8 (785) 218-9533
1027,1,"РАО «Смирнова, Блинова и Фомина»",,,521055019552,+7 514 331 94 15
1028,1,Росатом,,,490448720899,84910002543
1029,1,Красильников Лимитед,,,642446173221,8 532 947 4116
1030,1,Московская биржа ММВБ-РТС,,,192532287781,+76879691899
1031,1,Группа Полипластик,,,847681319595,+7 (015) 996-6675
1032,1,"ИП «Воронцов, Устинова и Моисеев»",,,567463684761,+73771651458
1033,1,ИП «Горбачев Михайлова»,,,641756806730,+7 (387) 473-2087
1034,1,"РАО «Цветкова, Трофимов и Журавлева»",,,343048959450,+79299853831
1035,1,Пономарев и партнеры,,,439444403872,+71236624354
1036,1,"АО «Панфилов, Игнатова и Костина»",,,424328602670,+7 167 573 1042
1037,1,ЗАО «Суханов Попова»,,,033491207217,+7 (727) 832-9126
1038,1,ООО «Тетерина-Волкова»,,,164568480279,8 (646) 524-89-75
1039,1,ЗАО «Сергеева»,,,330366116646,+7 (339) 686-43-35
1040,1,Ершова Инкорпорэйтед,,,194101548182,+7 (562) 322-83-17
